,period,geolevel,geoitem,v2801_vh_bedr_tot,v2801_vh_dr_tot,v2801_vh_ds_auto,v2801_vh_ds_fiets,v2801_vh_ds_gewnowap,v2801_vh_ds_handtas,v2801_vh_ds_tot,v2801_vh_ds_voert,v2801_vh_ds_wap,v2801_vh_ds_winkel,v2801_vh_ds_woning,v2801_vh_ds_zakrol,v2801_vh_ifg_fys,v2801_vh_ifg_psych,v2801_vh_ifg_sx,v2801_vh_scha_auto,v2801_vh_scha_eig,v2801_vh_scha_graff,v2801_vh_totcrim
716,2013,gemeente,21006,159,89,50,49,106,15,1466,418,20,65,247,132,83,32,3,175,277,11,3235
717,2013,gemeente,21007,167,146,72,69,241,40,2434,768,29,44,443,214,149,64,3,252,502,49,5300
718,2013,gemeente,21008,47,83,46,23,78,18,805,200,12,12,227,32,65,19,1,113,174,2,1718
719,2013,gemeente,21009,463,849,137,332,356,50,7455,1852,63,282,851,1350,205,84,2,541,1018,135,14330
720,2013,gemeente,21010,197,113,69,108,188,26,2178,554,32,97,381,229,142,25,1,215,411,18,4227
721,2013,gemeente,21011,59,118,26,30,105,17,893,235,18,14,198,98,59,11,1,128,205,8,2016
722,2013,gemeente,21012,327,474,168,109,625,63,4179,1254,111,107,611,472,256,65,2,465,784,22,9266
723,2013,gemeente,21013,340,976,93,120,507,68,6867,1356,83,212,434,1728,152,88,7,233,553,63,12936
724,2013,gemeente,21014,123,217,36,32,141,15,1614,444,24,25,90,357,84,37,4,144,286,15,4251
725,2013,gemeente,21015,406,527,198,135,390,38,5515,1193,122,73,710,1080,316,137,9,478,878,48,14090
726,2013,gemeente,21016,367,578,116,144,279,32,3751,769,50,198,845,413,140,64,5,369,702,78,8341
727,2013,gemeente,21017,80,114,24,35,33,5,957,273,7,20,245,65,38,17,1,143,263,29,2019
728,2013,gemeente,21018,181,189,44,97,134,23,2232,453,24,116,395,252,112,77,2,258,384,21,4794
729,2013,gemeente,21019,122,98,22,64,69,10,1195,210,8,25,303,144,46,44,4,151,237,22,2714
730,2013,gemeente,23002,140,33,31,60,16,1,1089,215,5,26,369,21,30,25,2,117,222,3,2296
731,2013,gemeente,23003,62,39,13,28,13,3,670,122,8,17,239,16,38,27,0,81,168,9,1546
732,2013,gemeente,23009,2,5,2,0,1,0,39,5,1,0,23,0,2,4,0,2,18,0,100
733,2013,gemeente,23016,149,80,36,79,40,4,1560,399,11,25,499,33,68,38,1,142,275,9,3001
734,2013,gemeente,23023,12,8,1,2,0,0,97,14,0,2,27,1,18,3,0,14,46,0,266
735,2013,gemeente,23024,20,26,3,7,1,0,80,6,2,1,23,2,9,11,0,13,39,1,316
736,2013,gemeente,23025,110,55,34,43,26,2,1008,217,7,47,298,56,86,32,3,105,228,8,2161
737,2013,gemeente,23027,85,109,16,113,63,10,1251,148,7,82,367,94,71,36,1,175,377,12,2989
738,2013,gemeente,23032,3,6,2,5,1,0,83,14,1,0,34,1,7,9,0,10,31,8,219
739,2013,gemeente,23033,21,46,4,26,6,1,266,42,4,1,100,10,16,6,1,41,92,5,569
740,2013,gemeente,23038,36,28,5,33,5,0,232,14,2,18,45,15,11,10,1,24,57,3,508
741,2013,gemeente,23039,18,8,1,22,0,0,141,12,1,19,37,4,10,4,0,21,54,4,317
742,2013,gemeente,23044,38,25,4,50,7,2,236,28,0,10,24,10,35,12,1,68,116,0,781
743,2013,gemeente,23045,58,37,13,59,5,0,357,21,5,26,69,19,20,21,0,51,112,3,867
744,2013,gemeente,23047,63,22,14,18,10,2,574,100,4,37,188,17,36,16,1,66,109,2,1185
745,2013,gemeente,23050,55,34,11,22,6,0,462,89,2,19,162,9,20,19,0,68,167,32,976
746,2013,gemeente,23052,45,11,9,52,10,1,310,19,5,10,86,4,14,15,1,51,95,0,756
747,2013,gemeente,23060,48,18,4,35,2,0,201,18,0,2,47,4,9,19,0,38,87,0,661
748,2013,gemeente,23062,65,52,11,20,14,1,569,60,3,22,198,16,35,56,1,63,152,4,1284
749,2013,gemeente,23064,6,1,1,2,3,0,53,7,0,0,18,3,3,1,0,17,37,0,164
750,2013,gemeente,23077,102,31,24,46,37,4,1020,266,8,84,245,36,72,33,0,107,205,4,2217
751,2013,gemeente,23081,48,36,4,16,6,0,274,43,1,2,104,6,19,4,1,35,85,0,672
752,2013,gemeente,23086,68,12,9,49,8,3,463,53,3,12,169,7,33,15,1,42,112,1,980
753,2013,gemeente,23088,151,188,39,203,52,2,1560,236,16,184,283,156,98,28,4,155,285,24,3603
754,2013,gemeente,23094,165,118,31,51,29,4,1298,264,8,38,468,63,64,24,1,147,266,9,2893
755,2013,gemeente,23096,59,36,4,80,8,0,595,65,7,27,198,17,27,27,0,44,102,0,1129
756,2013,gemeente,23097,33,16,2,12,4,1,172,29,0,1,70,2,18,14,1,24,75,1,504
757,2013,gemeente,23098,39,7,4,11,46,4,483,136,2,75,81,21,10,4,0,34,77,9,854
758,2013,gemeente,23099,29,6,6,16,13,1,402,71,3,32,153,19,5,5,0,45,82,8,706
759,2013,gemeente,23100,17,3,9,2,6,0,174,41,3,1,78,5,7,3,0,16,25,2,308
760,2013,gemeente,23101,39,41,16,18,14,2,363,50,4,1,148,6,26,4,0,51,115,4,884
761,2013,gemeente,23102,48,8,6,19,27,5,587,87,12,20,248,13,22,18,0,40,108,7,1211
762,2013,gemeente,23103,24,11,6,13,4,0,325,83,1,4,115,10,8,12,0,36,75,5,563
763,2013,gemeente,23104,11,18,3,14,4,0,204,24,0,2,74,4,11,5,1,24,54,0,476
764,2013,gemeente,23105,52,14,11,11,6,1,363,70,1,0,131,6,26,9,0,32,81,4,793
765,2013,gemeente,24001,56,155,7,101,3,0,664,27,2,47,98,91,41,50,4,78,202,16,1799
766,2013,gemeente,24007,17,6,3,16,0,0,105,6,1,5,27,3,11,2,0,16,37,1,296
767,2013,gemeente,24008,37,8,5,3,1,0,124,14,0,3,54,4,6,2,0,14,28,0,296
768,2013,gemeente,24009,37,13,7,6,1,0,125,18,1,2,48,2,6,5,0,25,45,0,369
769,2013,gemeente,24011,24,11,4,8,2,0,169,11,1,16,40,11,5,2,0,8,32,0,386
770,2013,gemeente,24014,18,10,4,23,4,1,219,11,1,30,55,16,14,8,0,25,51,0,439
771,2013,gemeente,24016,16,16,7,5,2,1,132,7,0,7,50,1,5,2,0,11,24,0,270
772,2013,gemeente,24020,104,146,15,94,15,1,761,46,8,55,98,108,43,35,3,89,192,4,1974
773,2013,gemeente,24028,18,12,3,3,2,0,64,12,1,0,13,1,3,8,0,15,26,0,227
774,2013,gemeente,24033,32,22,3,72,6,2,259,18,0,13,38,9,12,7,0,34,80,0,563
775,2013,gemeente,24038,53,21,8,83,4,1,416,70,2,23,103,10,20,4,1,61,122,4,883
776,2013,gemeente,24041,18,26,3,8,0,0,106,11,2,1,25,0,9,3,0,12,27,0,279
777,2013,gemeente,24043,11,4,2,2,3,0,128,13,0,1,62,0,4,7,0,16,29,0,241
778,2013,gemeente,24045,11,12,5,10,0,0,107,8,0,3,26,3,13,8,1,10,38,4,308
779,2013,gemeente,24048,25,58,2,35,1,0,147,16,1,2,31,4,11,5,0,17,54,0,426
780,2013,gemeente,24054,16,9,2,6,1,0,59,4,0,0,17,0,6,27,0,3,14,0,211
781,2013,gemeente,24055,55,26,10,66,4,1,489,96,0,8,155,14,17,15,1,45,101,4,984
782,2013,gemeente,24059,43,96,13,14,3,0,290,23,0,22,83,20,27,47,2,44,96,9,890
783,2013,gemeente,24062,425,756,35,1792,261,6,8862,587,52,531,679,1940,212,103,3,587,1301,105,17096
784,2013,gemeente,24066,31,9,1,4,2,0,106,13,1,2,28,8,8,34,0,26,49,1,336
785,2013,gemeente,24086,16,18,4,12,1,0,191,36,2,2,78,2,12,4,0,26,65,2,424
786,2013,gemeente,24094,26,28,5,50,7,0,388,36,1,5,99,79,9,18,5,28,77,10,683
787,2013,gemeente,24104,66,133,7,32,7,0,406,65,3,9,139,17,26,30,1,75,169,35,1089
788,2013,gemeente,24107,107,192,12,116,23,7,985,58,4,84,157,119,103,34,4,141,321,47,2442
789,2013,gemeente,24109,27,21,4,24,4,0,161,14,0,11,31,9,11,5,0,29,62,2,420
790,2013,gemeente,24130,10,42,1,3,2,0,83,5,0,2,22,3,11,5,2,18,38,1,320
791,2013,gemeente,24133,16,12,2,1,1,0,59,7,0,0,21,0,9,3,0,6,20,0,202
792,2013,gemeente,24134,43,32,10,18,2,1,352,21,1,8,88,22,25,32,1,54,123,2,922
793,2013,gemeente,24135,25,16,5,5,2,0,242,13,0,25,64,43,16,10,0,11,45,0,463
794,2013,gemeente,24137,13,11,1,1,0,0,44,2,0,0,10,0,2,1,0,4,13,0,118
795,2013,gemeente,31003,25,27,4,31,4,0,311,19,0,6,100,5,17,16,0,38,86,1,697
796,2013,gemeente,31004,149,143,6,176,33,5,963,50,1,94,60,154,86,45,4,119,363,5,3162
797,2013,gemeente,31005,463,496,39,983,105,2,5127,267,15,454,459,1025,179,132,2,582,1414,49,11272
798,2013,gemeente,31006,39,15,4,19,3,0,169,17,0,1,50,0,18,5,1,29,61,3,484
799,2013,gemeente,31012,33,18,4,30,0,0,256,50,0,4,43,5,10,11,0,34,88,2,712
800,2013,gemeente,31022,68,48,12,36,2,0,358,52,1,9,98,3,46,18,1,52,125,3,950
801,2013,gemeente,31033,54,60,7,72,7,0,407,40,2,25,48,7,19,15,1,50,152,7,1158
802,2013,gemeente,31040,51,53,6,63,3,0,349,32,2,20,78,4,34,20,2,47,142,1,983
803,2013,gemeente,31042,5,3,1,0,0,0,36,7,0,0,10,0,3,1,0,7,26,0,117
804,2013,gemeente,31043,220,96,12,424,32,4,1533,100,3,109,200,92,56,26,0,175,383,17,3366
805,2013,gemeente,32003,53,33,2,38,2,1,241,12,1,18,49,4,25,49,1,39,133,4,884
806,2013,gemeente,32006,17,29,1,10,1,0,92,10,0,1,14,0,14,47,1,20,71,1,424
807,2013,gemeente,32010,20,14,3,13,1,1,87,9,0,2,19,1,8,21,0,27,68,0,372
808,2013,gemeente,32011,22,17,2,15,1,0,126,8,0,5,18,2,12,31,1,31,75,2,444
809,2013,gemeente,32030,10,3,0,3,0,0,24,0,0,1,2,0,4,2,0,4,26,0,136
810,2013,gemeente,33011,147,165,13,160,20,3,667,49,1,55,62,29,64,50,2,144,302,2,2349
811,2013,gemeente,33016,2,2,2,1,1,0,18,2,0,0,4,0,2,0,1,4,9,0,64
812,2013,gemeente,33021,46,46,2,54,4,2,231,18,1,11,36,6,32,19,1,45,132,1,858
813,2013,gemeente,33029,44,29,6,79,4,0,310,33,2,8,72,8,32,26,2,39,103,0,859
814,2013,gemeente,33037,20,21,1,4,2,0,117,16,0,3,25,1,15,37,0,25,60,0,445
815,2013,gemeente,33039,23,11,3,4,4,0,124,5,0,6,24,3,11,7,0,16,44,0,416
816,2013,gemeente,33040,17,9,0,11,5,0,78,12,0,3,11,0,14,17,1,11,36,0,294
817,2013,gemeente,33041,10,4,1,2,0,0,20,0,1,0,7,0,3,2,0,5,11,0,103
818,2013,gemeente,34002,43,14,7,15,2,0,192,15,2,10,67,5,7,22,0,18,59,1,490
819,2013,gemeente,34003,14,17,4,34,4,1,170,12,1,16,21,6,28,18,1,22,76,0,496
820,2013,gemeente,34009,28,9,5,15,1,0,151,13,3,4,37,1,27,12,0,17,39,1,380
821,2013,gemeente,34013,51,53,7,117,13,1,505,35,2,11,76,36,76,51,5,71,152,5,1374
822,2013,gemeente,34022,290,424,48,848,109,13,3331,216,23,333,343,188,178,76,2,404,808,29,7935
823,2013,gemeente,34023,26,26,6,44,2,1,268,29,0,30,29,19,22,12,0,33,75,1,614
824,2013,gemeente,34025,13,8,1,6,0,0,60,2,1,1,17,2,5,10,0,8,22,3,176
825,2013,gemeente,34027,98,148,37,148,33,13,959,198,17,58,146,13,82,55,2,170,364,6,2529
826,2013,gemeente,34040,87,46,13,281,13,0,967,76,6,49,127,60,60,44,6,125,281,10,2141
827,2013,gemeente,34041,78,84,8,161,18,0,668,66,9,34,147,21,41,25,3,85,197,4,1536
828,2013,gemeente,34042,30,32,5,40,2,0,350,41,2,4,99,1,23,17,0,24,79,2,794
829,2013,gemeente,34043,3,1,3,5,1,0,55,5,2,0,13,0,7,5,0,5,10,2,130
830,2013,gemeente,35002,51,48,0,81,8,1,380,39,2,30,38,16,35,23,1,73,168,4,1176
831,2013,gemeente,35005,32,25,2,32,12,0,209,11,1,7,42,10,16,19,0,47,100,1,622
832,2013,gemeente,35006,30,34,3,32,1,0,161,17,1,8,20,1,20,24,0,33,88,1,532
833,2013,gemeente,35011,166,57,11,86,17,1,625,77,7,50,107,42,53,31,1,103,295,6,1892
834,2013,gemeente,35013,315,411,20,596,94,10,3732,414,15,282,271,631,107,72,7,430,1001,84,8549
835,2013,gemeente,35014,21,32,0,18,0,0,122,15,1,4,25,2,8,17,0,13,45,1,406
836,2013,gemeente,35029,59,17,4,62,9,0,390,55,1,7,56,32,22,29,0,60,151,11,940
837,2013,gemeente,36006,24,8,1,14,1,0,96,7,0,3,22,2,15,14,5,24,61,1,334
838,2013,gemeente,36007,17,15,2,29,3,1,186,12,0,14,33,6,25,13,0,25,80,3,592
839,2013,gemeente,36008,70,60,13,164,11,3,678,42,1,50,110,22,50,32,2,95,242,8,1660
840,2013,gemeente,36010,18,10,2,18,1,0,137,13,1,1,40,0,3,7,0,12,28,1,298
841,2013,gemeente,36011,21,10,2,19,1,0,150,23,1,1,27,3,13,7,2,21,46,0,326
842,2013,gemeente,36012,45,14,0,11,4,0,134,10,0,22,30,6,16,18,0,35,87,1,482
843,2013,gemeente,36015,182,235,33,439,60,11,2055,128,8,272,221,121,144,75,4,232,600,25,5137
844,2013,gemeente,36019,27,13,1,11,1,0,118,4,1,0,24,3,18,19,0,18,60,0,411
845,2013,gemeente,37002,7,4,1,10,0,0,48,6,0,0,7,0,13,22,0,14,38,0,208
846,2013,gemeente,37007,20,24,2,18,4,0,107,9,0,1,16,4,9,9,1,22,51,0,411
847,2013,gemeente,37010,24,10,1,6,1,0,50,5,0,1,12,3,8,5,0,7,24,0,259
848,2013,gemeente,37011,12,7,2,9,5,0,93,8,0,5,8,1,9,8,0,15,27,0,241
849,2013,gemeente,37012,28,11,2,12,2,0,80,7,1,1,22,2,4,14,0,4,22,0,231
850,2013,gemeente,37015,50,30,7,56,13,6,386,27,1,82,42,7,27,25,0,64,149,0,1030
851,2013,gemeente,37017,14,19,1,12,0,0,101,10,0,0,18,1,15,4,0,17,45,0,346
852,2013,gemeente,37018,40,12,3,16,1,0,187,13,0,3,52,5,14,19,0,28,65,0,542
853,2013,gemeente,37020,19,6,3,15,2,0,181,21,1,2,53,0,10,31,1,26,74,12,484
854,2013,gemeente,38002,30,1,1,6,0,0,43,5,0,0,8,1,7,16,0,5,35,2,223
855,2013,gemeente,38008,44,41,11,63,14,2,458,54,4,32,54,23,26,23,0,89,210,22,1067
856,2013,gemeente,38014,91,34,7,118,6,0,610,52,2,47,103,28,66,20,1,109,250,4,1727
857,2013,gemeente,38016,59,35,4,52,7,0,362,35,2,28,33,29,32,16,1,72,134,1,880
858,2013,gemeente,38025,93,24,3,65,2,0,285,32,1,16,27,22,18,24,1,55,127,1,861
859,2013,gemeente,41002,328,451,31,354,86,10,2625,166,18,216,353,241,150,210,3,319,804,30,7298
860,2013,gemeente,41011,79,96,2,49,14,1,412,31,3,26,68,14,68,58,4,62,155,2,1529
861,2013,gemeente,41018,94,156,13,37,27,2,591,74,3,45,75,29,85,51,2,20,102,5,1975
862,2013,gemeente,41024,44,51,2,20,3,0,183,27,1,4,43,3,41,51,1,34,110,0,862
863,2013,gemeente,41027,54,52,2,27,1,0,215,19,0,9,59,5,55,49,1,37,132,3,866
864,2013,gemeente,41034,49,47,4,113,3,0,318,14,0,18,59,15,35,27,1,55,148,1,941
865,2013,gemeente,41048,132,188,21,107,40,13,836,101,5,80,134,78,89,37,3,146,338,3,2759
866,2013,gemeente,41063,36,33,1,5,2,0,129,16,0,4,38,6,19,21,0,12,50,3,440
867,2013,gemeente,41081,87,125,11,54,12,2,434,34,2,44,46,39,68,57,1,75,221,5,1679
868,2013,gemeente,41082,79,37,19,30,2,0,374,30,3,11,137,8,46,33,2,47,110,1,1008
869,2013,gemeente,42003,51,13,1,43,5,0,219,17,1,2,45,1,44,49,1,30,114,4,779
870,2013,gemeente,42004,47,15,4,37,3,0,199,11,0,4,23,3,25,43,1,45,112,0,702
871,2013,gemeente,42006,131,395,21,196,16,1,1059,71,6,99,95,74,146,167,3,120,408,16,3811
872,2013,gemeente,42008,63,133,4,84,6,1,418,37,1,19,41,22,35,38,0,104,243,7,1498
873,2013,gemeente,42010,36,43,8,10,2,0,196,45,0,1,62,2,21,21,0,31,70,0,595
874,2013,gemeente,42011,64,45,7,46,8,1,286,20,2,7,55,5,37,64,1,58,132,4,1038
875,2013,gemeente,42023,44,29,3,23,0,0,284,48,2,3,98,3,17,22,1,25,84,3,688
876,2013,gemeente,42025,99,123,12,112,18,2,673,52,5,50,125,35,66,75,2,114,251,1,1971
877,2013,gemeente,42026,41,28,1,79,4,0,195,10,0,2,32,0,23,26,1,49,86,0,575
878,2013,gemeente,42028,65,35,6,143,2,0,459,44,1,25,39,29,35,26,5,60,166,8,1241
879,2013,gemeente,43002,37,22,4,25,2,0,170,10,0,0,26,0,28,11,0,18,58,0,570
880,2013,gemeente,43005,95,217,9,155,20,2,645,25,2,79,55,28,65,54,3,112,306,1,2425
881,2013,gemeente,43007,15,18,2,13,4,1,133,6,1,0,51,0,9,8,0,11,37,0,334
882,2013,gemeente,43010,73,55,3,121,10,0,437,13,1,26,55,24,48,65,0,59,180,5,1299
883,2013,gemeente,43014,11,10,1,4,0,0,56,3,0,0,15,1,7,11,0,4,27,0,245
884,2013,gemeente,43018,457,53,2,43,8,0,308,17,4,35,45,17,49,42,1,8,109,0,1563
885,2013,gemeente,44012,25,10,4,53,2,0,193,18,0,1,64,7,13,8,0,31,57,0,456
886,2013,gemeente,44013,63,53,8,17,10,2,365,33,1,4,128,10,30,21,0,58,114,3,949
887,2013,gemeente,44019,76,113,6,122,3,0,508,33,0,23,86,19,85,52,4,59,183,9,1658
888,2013,gemeente,44020,39,27,3,20,2,0,156,15,0,4,45,3,14,13,0,20,60,0,458
889,2013,gemeente,44021,1479,2347,153,2514,625,72,16022,1648,128,1321,2024,1778,706,505,23,1347,2986,166,34215
890,2013,gemeente,44034,656,20,12,48,5,0,379,30,1,42,77,14,36,44,0,11,109,4,1631
891,2013,gemeente,44040,41,43,4,64,5,0,375,28,4,9,96,14,16,7,1,22,85,4,830
892,2013,gemeente,44043,73,31,6,41,11,0,463,52,3,36,113,14,34,17,2,52,136,4,1117
893,2013,gemeente,44045,91,7,0,6,3,1,90,13,0,13,15,0,14,10,1,3,31,0,352
894,2013,gemeente,44048,38,53,6,40,2,0,332,47,0,29,75,16,12,11,0,25,90,0,732
895,2013,gemeente,44052,45,14,4,30,0,0,179,9,0,2,68,5,22,16,0,22,83,1,524
896,2013,gemeente,44064,41,10,8,13,2,0,225,16,0,7,100,4,13,9,1,13,53,0,506
897,2013,gemeente,44073,144,61,1,13,0,0,133,6,0,2,23,7,24,2,0,5,68,0,583
898,2013,gemeente,44081,37,26,7,12,1,0,180,13,0,4,54,4,27,21,0,25,73,1,572
899,2013,gemeente,44083,97,165,16,157,18,0,809,91,3,28,186,36,66,80,3,116,268,7,2189
900,2013,gemeente,44084,102,39,15,121,8,0,577,35,0,15,144,22,37,31,1,58,178,6,1588
901,2013,gemeente,44085,65,47,7,78,3,1,349,32,2,21,64,13,37,49,1,45,137,1,1093
902,2013,gemeente,45035,97,182,16,139,22,1,815,52,6,51,90,41,52,104,0,138,288,1,2484
903,2013,gemeente,45041,88,114,14,53,25,5,643,78,7,62,116,30,75,37,5,150,289,8,2022
904,2013,gemeente,45059,43,35,5,10,2,0,221,25,1,2,39,4,29,13,1,18,65,0,610
905,2013,gemeente,45060,18,6,5,12,2,0,121,5,2,3,25,1,3,24,0,14,37,0,324
906,2013,gemeente,45061,23,3,5,3,2,0,102,6,0,0,50,0,6,2,0,6,20,0,224
907,2013,gemeente,45062,0,0,0,0,0,0,15,3,0,0,2,0,3,5,0,2,6,0,38
908,2013,gemeente,45063,11,5,2,3,1,0,48,6,0,0,14,0,10,5,1,5,16,0,186
909,2013,gemeente,45064,16,2,0,0,2,0,56,5,0,0,22,1,3,1,0,3,19,1,194
910,2013,gemeente,45065,8,5,2,9,1,0,91,12,1,1,9,3,10,4,1,6,21,0,224
911,2013,gemeente,45068,33,37,6,22,9,0,266,18,1,10,102,4,17,11,0,22,71,0,614
912,2013,gemeente,46003,224,148,52,217,25,3,1191,105,7,35,219,13,70,80,2,177,488,9,3329
913,2013,gemeente,46013,50,28,7,53,5,0,293,32,2,9,60,10,34,33,0,41,121,4,852
914,2013,gemeente,46014,214,99,17,252,25,1,1142,83,4,74,153,47,122,81,3,131,296,9,3045
915,2013,gemeente,46020,171,41,5,27,9,0,330,29,1,13,97,8,55,22,1,43,120,0,1178
916,2013,gemeente,46021,605,245,32,490,89,20,2657,154,17,269,308,223,203,274,7,341,923,23,7741
917,2013,gemeente,46024,155,77,9,39,9,0,398,29,6,6,132,15,58,35,0,34,128,10,1286
918,2013,gemeente,46025,111,139,10,87,10,3,618,49,7,51,141,14,85,76,2,112,272,3,2025
919,2013,gemeente,71002,16,22,0,15,2,0,131,6,2,4,30,3,16,10,0,21,65,0,397
920,2013,gemeente,71004,84,188,12,64,9,1,619,43,6,41,170,21,77,49,5,81,241,14,1917
921,2013,gemeente,71011,48,59,8,68,6,0,373,33,0,4,61,12,30,8,0,49,116,4,971
922,2013,gemeente,71016,358,528,51,205,49,4,2069,122,18,238,255,209,188,83,2,312,753,23,6064
923,2013,gemeente,71017,21,16,7,3,2,0,122,5,1,1,58,1,18,7,0,12,42,0,365
924,2013,gemeente,71020,21,31,5,10,1,0,150,13,2,0,58,3,14,7,1,42,72,2,430
925,2013,gemeente,71022,264,740,61,464,112,4,4035,426,29,392,363,723,154,95,5,400,779,17,8750
926,2013,gemeente,71024,22,72,7,28,5,0,213,14,0,0,50,2,12,19,0,18,50,0,607
927,2013,gemeente,71034,42,121,7,50,6,1,293,13,2,24,50,12,41,44,0,35,102,4,1015
928,2013,gemeente,71037,30,47,8,16,5,1,289,18,6,2,108,8,8,33,1,19,65,1,654
929,2013,gemeente,71045,7,12,5,3,3,0,89,7,0,0,34,2,9,11,0,8,23,1,208
930,2013,gemeente,71053,127,197,23,128,23,5,1344,105,3,110,177,147,93,75,1,158,330,1,3562
931,2013,gemeente,71057,37,84,7,51,7,0,449,80,2,28,48,26,49,23,0,51,120,1,1082
932,2013,gemeente,71066,56,72,14,73,8,0,435,43,1,15,84,9,34,40,0,51,107,2,1125
933,2013,gemeente,71067,14,46,7,12,1,0,138,9,1,2,30,2,13,8,1,20,51,1,385
934,2013,gemeente,71069,13,27,2,27,2,0,191,17,1,2,63,1,18,8,2,17,50,0,444
935,2013,gemeente,71070,75,101,16,53,12,1,529,56,2,22,121,21,42,54,0,88,227,6,1491
936,2013,gemeente,72003,26,38,17,38,1,0,216,25,0,6,33,3,17,20,0,27,82,0,710
937,2013,gemeente,72004,50,58,10,58,2,0,369,28,2,28,38,14,31,20,0,66,139,0,957
938,2013,gemeente,72018,18,22,9,16,3,0,173,14,3,2,13,1,12,6,2,32,73,3,477
939,2013,gemeente,72020,67,367,12,211,15,0,929,84,9,63,138,29,44,72,2,81,230,6,2165
940,2013,gemeente,72021,80,114,15,97,6,0,481,26,3,24,62,14,33,17,1,69,162,9,1405
941,2013,gemeente,72030,23,80,3,43,2,0,249,16,1,5,39,7,23,15,2,32,93,0,676
942,2013,gemeente,72037,26,48,31,44,4,0,233,19,1,2,58,3,16,9,0,26,60,0,551
943,2013,gemeente,72038,20,101,4,29,2,0,173,8,2,7,50,8,11,14,0,17,61,3,576
944,2013,gemeente,72039,66,173,18,93,11,2,657,71,11,24,109,18,47,52,3,90,241,6,1792
945,2013,gemeente,72041,48,37,12,22,1,0,311,29,3,9,70,9,22,17,0,85,187,2,962
946,2013,gemeente,72042,67,76,14,73,2,0,367,27,4,8,84,1,33,31,1,35,92,0,1002
947,2013,gemeente,72043,56,82,23,127,6,2,600,29,4,17,119,10,33,28,1,39,122,2,1294
948,2013,gemeente,73001,46,41,0,19,1,0,166,11,1,1,37,2,13,8,1,23,61,4,489
949,2013,gemeente,73006,83,205,9,59,9,2,521,48,0,32,85,12,55,45,2,89,196,1,1761
950,2013,gemeente,73009,32,45,7,7,5,0,191,17,1,4,57,7,24,20,0,22,73,0,659
951,2013,gemeente,73022,18,10,0,2,1,0,112,7,3,6,45,3,11,17,0,8,50,0,333
952,2013,gemeente,73028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
953,2013,gemeente,73032,26,61,4,7,3,0,158,15,0,4,42,7,13,3,0,18,39,0,432
954,2013,gemeente,73040,27,34,2,8,3,1,118,6,0,4,27,5,20,29,0,32,77,0,473
955,2013,gemeente,73042,66,209,27,75,13,2,724,67,10,34,185,19,40,38,1,69,184,0,1817
956,2013,gemeente,73066,43,214,5,18,1,0,207,17,5,1,71,3,23,30,0,34,84,1,830
957,2013,gemeente,73083,107,131,21,22,37,7,889,54,6,137,157,94,77,51,2,152,297,8,2428
958,2013,gemeente,73098,13,22,4,4,1,0,88,7,0,0,27,4,10,20,1,14,43,0,305
959,2013,gemeente,73107,102,131,24,55,28,2,986,132,10,97,209,31,67,45,3,207,370,9,2532
960,2013,gemeente,73109,5,217,3,3,1,0,74,3,0,0,18,0,3,0,0,10,41,1,397
961,2013,gemeente,99991,134,196,8,2,10,6,910,47,1,18,0,179,3,0,0,53,75,0,3627
962,2013,gemeente,99992,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,265
963,2014,gemeente,11001,57,19,10,40,6,1,364,65,3,24,67,13,25,17,0,39,75,1,767
964,2014,gemeente,11002,2557,4289,664,4559,1596,221,33480,6125,417,2708,3911,3444,1851,787,30,2697,6247,261,71447
965,2014,gemeente,11004,49,19,1,92,11,1,326,35,3,6,71,7,18,20,0,29,79,0,693
966,2014,gemeente,11005,122,593,8,78,36,2,958,68,3,37,66,293,75,60,3,99,192,5,2561
967,2014,gemeente,11007,61,16,5,38,5,0,324,54,0,38,49,32,28,19,2,48,88,4,803
968,2014,gemeente,11008,108,118,14,196,19,2,896,114,5,39,165,36,60,60,2,89,309,12,2341
969,2014,gemeente,11009,73,160,21,112,9,0,525,76,8,15,123,9,52,29,5,48,162,7,1531
970,2014,gemeente,11013,44,36,10,60,12,3,605,74,4,22,200,24,55,36,2,35,81,1,1178
971,2014,gemeente,11016,54,73,12,63,2,0,342,40,2,11,77,7,32,19,3,32,91,2,1003
972,2014,gemeente,11018,52,13,5,37,5,0,215,32,2,2,51,7,28,13,4,33,69,0,577
973,2014,gemeente,11021,26,5,1,72,3,0,263,35,1,0,103,4,4,16,0,25,62,1,469
974,2014,gemeente,11022,53,51,6,95,5,0,390,36,0,22,57,11,25,24,1,46,103,9,953
975,2014,gemeente,11023,75,76,14,104,15,1,505,44,1,28,83,30,30,37,2,68,138,0,1206
976,2014,gemeente,11024,62,70,14,87,5,0,519,78,5,19,93,42,39,39,2,70,130,2,1266
977,2014,gemeente,11025,21,11,3,38,2,0,133,7,0,1,32,1,15,11,0,22,42,0,336
978,2014,gemeente,11029,149,28,19,321,15,1,987,68,5,37,186,109,63,51,1,90,196,5,1928
979,2014,gemeente,11030,57,10,3,27,9,1,177,22,1,4,29,4,17,30,1,38,89,4,565
980,2014,gemeente,11035,41,43,9,65,6,0,516,114,0,10,148,7,37,23,2,45,97,0,996
