,period,geolevel,geoitem,v2801_vh_bedr_tot,v2801_vh_dr_tot,v2801_vh_ds_auto,v2801_vh_ds_fiets,v2801_vh_ds_gewnowap,v2801_vh_ds_handtas,v2801_vh_ds_tot,v2801_vh_ds_voert,v2801_vh_ds_wap,v2801_vh_ds_winkel,v2801_vh_ds_woning,v2801_vh_ds_zakrol,v2801_vh_ifg_fys,v2801_vh_ifg_psych,v2801_vh_ifg_sx,v2801_vh_scha_auto,v2801_vh_scha_eig,v2801_vh_scha_graff,v2801_vh_totcrim
1362,2015,gemeente,21010,148,167,57,120,228,21,2360,506,30,93,477,191,142,51,3,185,371,39,4464
1363,2015,gemeente,21011,64,145,26,48,125,7,779,126,23,8,152,83,49,13,0,76,166,11,1813
1364,2015,gemeente,21012,334,683,141,145,584,38,3939,996,81,118,604,402,261,88,2,305,755,36,9194
1365,2015,gemeente,21013,295,852,91,136,450,21,4598,755,63,181,375,992,162,56,2,240,536,60,10289
1366,2015,gemeente,21014,138,216,23,36,139,8,1270,251,26,10,119,276,69,33,1,107,200,10,3573
1367,2015,gemeente,21015,449,590,169,194,435,27,4640,830,82,85,708,775,306,131,4,442,833,55,12642
1368,2015,gemeente,21016,355,457,116,118,205,18,2909,505,31,179,655,256,144,46,2,285,605,107,6907
1369,2015,gemeente,21017,65,156,26,46,52,8,908,280,10,16,240,30,58,36,3,91,168,15,1982
1370,2015,gemeente,21018,191,272,51,145,125,10,1844,321,24,109,343,147,107,86,5,224,389,38,4261
1371,2015,gemeente,21019,97,119,30,81,61,6,1120,211,12,22,320,75,82,43,2,153,224,8,2667
1372,2015,gemeente,23002,163,35,19,80,30,6,818,109,12,29,274,22,41,31,0,101,216,9,2099
1373,2015,gemeente,23003,74,126,26,56,18,1,567,102,7,16,187,11,38,20,0,77,153,13,1490
1374,2015,gemeente,23009,6,1,0,2,0,0,57,1,0,0,33,0,6,5,0,8,26,0,156
1375,2015,gemeente,23016,144,160,42,127,40,1,1242,226,17,38,394,34,83,42,0,106,232,6,2902
1376,2015,gemeente,23023,15,2,1,12,0,0,96,9,1,3,38,1,8,8,0,13,51,2,279
1377,2015,gemeente,23024,14,4,9,2,1,0,82,7,0,1,33,0,9,3,1,11,30,1,242
1378,2015,gemeente,23025,106,60,23,62,30,3,947,149,14,41,347,45,70,14,3,112,217,8,2015
1379,2015,gemeente,23027,108,107,23,219,69,5,1153,146,9,73,221,80,66,37,4,183,335,6,2680
1380,2015,gemeente,23032,18,4,3,13,0,0,94,13,0,0,47,0,12,10,0,14,34,3,256
1381,2015,gemeente,23033,22,38,1,8,5,0,155,20,2,2,44,2,16,9,0,32,61,5,449
1382,2015,gemeente,23038,21,15,2,51,2,1,245,13,1,14,67,7,22,6,0,19,59,4,536
1383,2015,gemeente,23039,21,12,1,22,0,0,98,11,1,6,17,2,8,2,0,21,46,3,262
1384,2015,gemeente,23044,41,21,5,92,8,0,244,30,0,18,17,9,26,20,0,57,112,1,762
1385,2015,gemeente,23045,54,27,7,65,0,0,361,56,4,21,91,8,18,6,0,43,92,0,773
1386,2015,gemeente,23047,69,44,21,21,17,0,560,120,7,37,182,11,37,5,5,65,107,7,1197
1387,2015,gemeente,23050,44,30,9,25,7,1,380,71,2,12,147,8,18,10,3,154,194,3,882
1388,2015,gemeente,23052,66,26,13,37,6,0,246,36,2,12,60,13,13,16,1,63,98,0,775
1389,2015,gemeente,23060,55,22,2,28,4,1,209,19,4,2,59,13,15,12,0,25,58,0,635
1390,2015,gemeente,23062,86,87,11,14,10,0,398,61,4,15,124,14,33,17,0,80,148,5,1085
1391,2015,gemeente,23064,6,3,4,1,1,0,58,4,0,0,30,0,4,3,0,5,21,0,145
1392,2015,gemeente,23077,122,56,44,38,33,2,863,180,7,69,278,28,64,17,3,102,169,6,1859
1393,2015,gemeente,23081,36,51,5,19,7,0,280,22,2,1,143,4,24,10,0,26,54,0,633
1394,2015,gemeente,23086,55,51,5,70,8,0,426,54,3,13,125,13,19,9,0,38,78,1,909
1395,2015,gemeente,23088,159,143,36,263,49,5,1354,180,17,139,207,69,110,32,3,176,308,17,3377
1396,2015,gemeente,23094,184,110,28,61,25,0,1093,166,13,43,386,48,71,21,2,146,261,30,2655
1397,2015,gemeente,23096,44,47,4,62,11,2,501,48,6,26,193,14,29,9,0,29,80,1,983
1398,2015,gemeente,23097,42,16,0,18,6,0,167,27,1,1,51,2,24,6,0,16,73,29,446
1399,2015,gemeente,23098,55,15,5,8,17,0,326,71,1,67,32,30,11,4,0,42,81,7,677
1400,2015,gemeente,23099,41,15,7,17,10,1,340,60,3,24,125,15,10,4,2,34,62,5,639
1401,2015,gemeente,23100,14,9,6,7,4,1,121,11,1,1,63,3,4,3,0,18,29,2,246
1402,2015,gemeente,23101,70,54,10,32,11,1,422,59,1,8,193,9,18,11,0,48,106,18,978
1403,2015,gemeente,23102,64,18,14,18,20,2,487,76,6,16,188,9,23,7,0,73,125,2,1090
1404,2015,gemeente,23103,38,19,12,36,9,0,275,74,3,4,83,4,14,5,1,36,74,11,562
1405,2015,gemeente,23104,12,14,6,8,6,0,179,25,0,6,68,0,8,8,1,18,45,0,522
1406,2015,gemeente,23105,61,24,9,11,6,0,251,27,4,5,74,6,25,8,0,25,74,4,657
1407,2015,gemeente,24001,74,145,8,86,9,1,545,27,2,28,95,65,35,27,2,71,168,1,1620
1408,2015,gemeente,24007,21,12,4,10,1,0,86,7,0,2,26,3,10,16,0,9,26,0,247
1409,2015,gemeente,24008,11,3,8,3,2,0,88,8,1,0,34,0,11,6,1,9,23,0,242
1410,2015,gemeente,24009,21,19,5,5,4,1,179,21,1,4,87,2,10,4,0,15,34,1,393
1411,2015,gemeente,24011,33,10,1,7,2,0,176,7,1,19,73,12,8,11,0,8,20,0,411
1412,2015,gemeente,24014,34,15,6,25,1,0,209,30,0,10,48,14,9,7,0,17,35,0,445
1413,2015,gemeente,24016,17,9,5,9,3,0,145,16,1,4,63,0,5,2,0,8,18,1,281
1414,2015,gemeente,24020,70,168,13,100,14,1,609,35,2,52,114,59,49,26,2,70,157,3,1627
1415,2015,gemeente,24028,20,9,2,1,1,0,76,4,1,0,38,0,7,10,0,6,25,0,252
1416,2015,gemeente,24033,34,44,2,69,2,0,226,16,0,6,34,6,7,7,3,34,84,5,532
1417,2015,gemeente,24038,54,31,15,49,6,0,373,35,4,5,139,15,22,6,0,28,89,3,788
1418,2015,gemeente,24041,11,11,1,11,0,0,100,12,0,1,32,1,9,1,0,24,42,1,227
1419,2015,gemeente,24043,16,16,0,7,0,0,139,9,0,2,73,2,5,7,1,16,33,0,296
1420,2015,gemeente,24045,25,22,4,7,1,0,106,20,0,2,29,4,17,3,0,15,39,4,335
1421,2015,gemeente,24048,29,23,3,29,4,1,152,8,0,7,44,12,5,3,0,33,65,5,420
1422,2015,gemeente,24054,13,9,1,4,0,0,66,2,0,0,39,1,9,14,0,7,19,0,211
1423,2015,gemeente,24055,58,25,13,46,4,0,405,73,1,7,178,2,23,11,0,36,101,12,871
1424,2015,gemeente,24059,38,111,7,16,12,0,311,46,2,24,105,16,50,20,0,40,88,2,967
1425,2015,gemeente,24062,657,1001,36,2015,147,3,6539,316,29,421,753,721,212,100,4,469,1100,74,14551
1426,2015,gemeente,24066,35,6,2,10,2,0,162,13,1,7,69,2,11,2,0,11,39,0,378
1427,2015,gemeente,24086,31,4,8,12,1,0,192,15,0,0,104,6,7,0,0,21,49,1,385
1428,2015,gemeente,24094,28,27,8,46,4,0,294,37,1,2,79,22,21,12,2,25,67,3,608
1429,2015,gemeente,24104,66,46,8,54,10,1,395,81,1,9,102,17,29,9,0,44,98,5,832
1430,2015,gemeente,24107,141,154,12,165,15,3,953,70,2,94,172,59,95,25,2,109,220,4,2238
1431,2015,gemeente,24109,28,17,2,28,6,0,151,24,0,2,30,5,21,24,0,14,39,0,387
1432,2015,gemeente,24130,24,46,2,8,1,0,121,12,1,2,51,1,18,12,0,16,41,1,409
1433,2015,gemeente,24133,18,23,0,1,1,0,77,6,0,2,25,0,13,16,0,10,29,0,263
1434,2015,gemeente,24134,46,47,4,29,8,0,279,11,1,13,72,11,37,11,2,42,89,0,875
1435,2015,gemeente,24135,23,10,3,7,3,0,209,10,0,16,44,45,12,7,0,15,38,0,432
1436,2015,gemeente,24137,15,5,2,1,1,0,67,1,2,0,41,3,11,5,0,6,19,0,165
1437,2015,gemeente,31003,35,43,9,29,3,0,254,23,1,12,63,4,11,8,0,33,87,0,676
1438,2015,gemeente,31004,159,188,7,152,21,1,731,27,5,86,47,98,81,34,1,116,315,9,2775
1439,2015,gemeente,31005,402,632,35,951,101,13,4183,255,19,363,295,581,167,107,8,453,1098,35,10426
1440,2015,gemeente,31006,37,7,3,9,2,0,106,10,0,2,24,3,14,5,1,22,42,0,369
1441,2015,gemeente,31012,28,15,2,23,2,0,192,22,0,8,38,3,11,3,0,20,57,2,563
1442,2015,gemeente,31022,47,64,3,37,5,1,280,47,0,8,74,3,41,14,0,38,115,3,879
1443,2015,gemeente,31033,62,86,1,64,4,0,288,27,2,17,24,12,20,17,1,69,136,1,1030
1444,2015,gemeente,31040,48,32,3,39,8,0,279,31,1,18,56,7,28,12,1,42,114,2,851
1445,2015,gemeente,31042,5,4,1,2,0,0,25,3,0,0,9,0,6,1,0,3,20,0,104
1446,2015,gemeente,31043,206,99,18,326,25,3,1230,82,3,153,118,57,69,30,0,148,325,25,3006
1447,2015,gemeente,32003,62,32,2,35,7,1,193,24,1,12,25,3,16,22,0,49,118,1,816
1448,2015,gemeente,32006,21,13,3,10,3,0,79,7,0,2,17,0,12,19,1,10,47,2,332
1449,2015,gemeente,32010,27,15,1,7,1,0,63,4,1,1,16,0,15,16,2,24,52,0,348
1450,2015,gemeente,32011,32,24,1,23,1,0,118,11,1,4,30,0,17,40,0,17,54,0,459
1451,2015,gemeente,32030,6,1,0,5,1,0,24,1,0,2,1,0,6,0,0,0,8,0,91
1452,2015,gemeente,33011,154,138,9,126,17,0,613,62,3,31,66,21,54,71,2,135,354,4,2488
1453,2015,gemeente,33016,2,3,0,0,0,0,10,3,1,0,2,0,4,6,0,0,3,0,65
1454,2015,gemeente,33021,73,32,6,48,3,0,217,24,1,17,20,2,15,24,0,37,103,1,804
1455,2015,gemeente,33029,31,29,9,32,4,1,213,19,2,8,44,2,39,48,0,59,114,3,847
1456,2015,gemeente,33037,31,13,7,12,5,0,151,13,0,0,40,0,15,10,1,19,54,0,469
1457,2015,gemeente,33039,28,19,2,3,2,0,118,4,2,6,20,0,17,12,0,23,59,3,434
1458,2015,gemeente,33040,20,29,1,13,2,0,81,6,0,3,17,1,12,23,2,15,39,0,370
1459,2015,gemeente,33041,11,5,3,1,0,0,29,3,0,1,3,1,3,4,0,5,14,0,128
1460,2015,gemeente,34002,36,25,4,20,7,0,184,29,1,8,37,2,16,14,1,15,51,0,479
1461,2015,gemeente,34003,31,39,6,32,0,0,184,28,0,20,27,4,23,10,1,12,49,2,494
1462,2015,gemeente,34009,34,21,6,17,2,1,140,26,3,2,30,2,21,18,0,12,30,1,389
1463,2015,gemeente,34013,89,58,8,95,16,3,459,49,3,20,61,19,60,52,0,54,122,2,1290
1464,2015,gemeente,34022,283,798,63,754,78,7,3093,219,20,231,366,143,190,48,5,325,682,15,7886
1465,2015,gemeente,34023,36,68,13,41,4,0,198,16,1,19,28,7,23,17,1,30,69,2,575
1466,2015,gemeente,34025,12,8,2,4,1,0,60,7,0,1,6,0,4,4,0,10,23,0,155
1467,2015,gemeente,34027,99,142,43,231,35,3,1078,186,10,50,161,12,77,38,3,148,308,6,2578
1468,2015,gemeente,34040,142,86,12,207,25,0,754,56,3,67,68,32,36,46,0,111,262,5,2126
1469,2015,gemeente,34041,90,107,9,137,19,1,538,63,1,50,79,10,45,24,3,84,148,1,1405
1470,2015,gemeente,34042,54,50,16,31,5,0,310,52,2,10,77,3,30,14,0,42,115,2,878
1471,2015,gemeente,34043,5,2,2,5,1,0,50,7,0,1,10,1,3,7,0,6,24,1,166
1472,2015,gemeente,35002,63,42,5,85,8,0,396,27,2,31,68,9,59,23,1,65,157,10,1308
1473,2015,gemeente,35005,31,30,4,37,2,0,174,22,0,2,22,5,23,14,0,38,92,1,593
1474,2015,gemeente,35006,28,18,1,26,1,0,139,19,0,3,12,2,18,20,1,30,69,3,464
1475,2015,gemeente,35011,164,35,9,73,18,1,689,48,0,40,81,26,46,15,1,89,271,8,1987
1476,2015,gemeente,35013,373,483,16,577,105,6,3196,241,19,247,282,371,102,74,4,378,909,47,8091
1477,2015,gemeente,35014,34,12,2,10,3,0,120,29,0,4,27,2,11,9,0,28,65,3,398
1478,2015,gemeente,35029,58,10,8,72,7,0,402,57,1,9,68,15,35,15,1,59,126,5,885
1479,2015,gemeente,36006,20,13,3,15,2,0,101,10,1,11,14,0,12,9,0,7,36,0,283
1480,2015,gemeente,36007,24,16,0,41,7,0,142,8,1,8,20,3,16,9,0,16,50,1,493
1481,2015,gemeente,36008,95,71,10,127,16,1,578,44,3,61,76,12,76,38,3,83,219,3,1682
1482,2015,gemeente,36010,30,10,7,14,3,0,123,9,1,0,30,1,4,9,0,18,40,0,319
1483,2015,gemeente,36011,19,14,4,46,3,0,144,20,0,0,17,4,6,7,1,19,36,1,341
1484,2015,gemeente,36012,35,24,2,15,2,0,130,11,0,21,14,3,16,15,0,13,42,1,451
1485,2015,gemeente,36015,234,309,18,522,63,1,1869,141,8,225,148,81,135,53,6,230,568,11,4781
1486,2015,gemeente,36019,24,6,4,18,6,0,116,9,0,1,16,1,14,21,0,22,57,0,445
1487,2015,gemeente,37002,8,4,1,8,2,0,59,3,0,0,12,1,7,5,0,4,20,0,186
1488,2015,gemeente,37007,21,26,2,14,5,0,105,9,0,2,19,1,11,5,1,16,56,1,410
1489,2015,gemeente,37010,25,13,1,4,4,0,86,16,0,9,8,2,11,12,1,9,24,0,295
1490,2015,gemeente,37011,23,8,2,6,2,0,76,4,0,2,18,1,8,4,0,10,25,0,261
1491,2015,gemeente,37012,21,23,0,5,2,0,48,5,0,0,14,0,8,6,0,5,21,1,220
1492,2015,gemeente,37015,60,42,5,87,13,1,361,24,2,77,26,5,27,23,1,47,115,2,956
1493,2015,gemeente,37017,21,24,1,10,3,0,72,6,1,1,8,0,15,5,0,13,48,1,345
1494,2015,gemeente,37018,33,7,3,15,3,0,142,10,0,6,28,3,20,11,1,27,63,1,434
1495,2015,gemeente,37020,28,11,4,11,0,0,112,26,0,1,28,0,8,8,0,19,49,1,370
1496,2015,gemeente,38002,15,4,3,3,2,0,36,4,0,0,2,0,12,11,0,9,29,0,199
1497,2015,gemeente,38008,46,100,2,85,11,1,428,12,4,49,42,20,24,11,1,80,204,13,1190
1498,2015,gemeente,38014,68,82,5,100,12,1,453,21,3,50,99,17,38,29,2,90,224,8,1448
1499,2015,gemeente,38016,37,29,5,48,11,2,278,29,0,19,37,12,32,27,2,58,137,5,836
1500,2015,gemeente,38025,44,19,6,61,2,0,249,20,0,16,25,15,15,9,0,44,124,5,756
1501,2015,gemeente,41002,341,512,24,389,88,8,2275,166,17,204,358,178,184,125,7,307,741,18,6545
1502,2015,gemeente,41011,77,97,3,110,11,0,412,28,0,41,58,12,46,41,1,51,120,4,1391
1503,2015,gemeente,41018,135,164,11,42,21,0,663,53,5,73,123,27,122,39,5,82,244,11,2468
1504,2015,gemeente,41024,74,89,5,34,9,0,266,15,2,12,77,1,37,48,2,34,73,1,962
1505,2015,gemeente,41027,42,28,3,30,6,0,209,11,1,8,46,3,26,19,1,22,68,0,663
1506,2015,gemeente,41034,61,22,2,48,2,0,251,21,2,30,40,9,40,43,3,57,118,1,878
1507,2015,gemeente,41048,141,225,16,123,25,1,829,112,2,77,155,50,77,45,2,134,307,1,2788
1508,2015,gemeente,41063,24,14,2,9,0,0,149,7,0,0,58,3,21,12,0,10,43,2,405
1509,2015,gemeente,41081,113,98,3,72,8,0,412,27,2,43,46,21,58,49,2,79,198,5,1547
1510,2015,gemeente,41082,63,21,9,27,2,0,302,40,0,4,97,2,35,41,2,56,124,1,964
1511,2015,gemeente,42003,31,26,2,22,5,0,168,13,1,5,18,2,42,51,2,36,91,2,675
1512,2015,gemeente,42004,44,40,6,31,2,0,179,16,0,6,42,6,31,16,0,36,83,1,645
1513,2015,gemeente,42006,177,461,9,220,26,1,1002,75,3,89,95,56,123,96,3,169,425,10,3596
1514,2015,gemeente,42008,80,78,9,105,8,0,408,36,3,33,57,16,54,67,0,83,214,7,1555
1515,2015,gemeente,42010,42,9,3,23,1,0,142,26,0,1,36,0,23,22,0,24,73,0,546
1516,2015,gemeente,42011,76,63,6,60,8,0,281,20,1,3,45,7,40,31,0,79,149,5,1015
1517,2015,gemeente,42023,37,27,4,22,1,0,211,27,1,6,67,3,31,23,1,29,88,2,718
1518,2015,gemeente,42025,114,81,8,114,16,0,558,33,2,37,92,27,63,84,1,93,204,3,1750
1519,2015,gemeente,42026,37,20,4,23,3,0,128,9,2,3,22,2,29,32,1,13,56,0,496
1520,2015,gemeente,42028,84,62,2,85,10,0,347,26,1,25,46,16,50,30,3,56,189,35,1273
1521,2015,gemeente,43002,34,38,2,14,3,0,166,11,0,24,21,2,26,15,1,33,76,0,578
1522,2015,gemeente,43005,136,202,1,119,19,0,570,22,2,68,59,18,79,39,6,83,229,9,2180
1523,2015,gemeente,43007,17,21,1,8,3,0,76,4,0,1,20,1,10,13,1,7,35,0,301
1524,2015,gemeente,43010,74,55,8,55,4,0,313,29,1,31,53,3,69,53,2,42,134,2,1153
1525,2015,gemeente,43014,13,7,3,3,1,0,43,4,0,1,12,1,8,8,0,9,37,0,242
1526,2015,gemeente,43018,487,110,4,49,9,0,379,51,0,72,42,5,76,18,0,3,108,2,1735
1527,2015,gemeente,44012,35,7,5,23,1,0,142,10,0,12,59,1,6,10,0,21,47,0,384
1528,2015,gemeente,44013,44,36,2,16,5,0,248,31,0,4,76,6,35,26,0,32,74,0,742
1529,2015,gemeente,44019,84,62,4,55,14,0,433,36,0,41,70,14,77,67,0,48,155,1,1559
1530,2015,gemeente,44020,43,24,2,14,2,0,119,9,1,6,32,2,20,10,0,22,73,1,496
1531,2015,gemeente,44021,1492,3038,146,2385,477,20,14041,1511,68,1073,1841,1397,746,455,7,1181,2784,116,32741
1532,2015,gemeente,44034,552,37,6,46,4,0,382,41,0,73,74,10,32,32,1,13,121,2,1512
1533,2015,gemeente,44040,34,27,6,35,3,0,221,11,1,3,44,10,25,8,1,30,86,1,668
1534,2015,gemeente,44043,67,34,1,36,6,0,381,49,1,17,92,8,42,47,0,37,122,5,1083
1535,2015,gemeente,44045,55,18,7,9,2,0,91,8,0,1,13,3,13,13,1,3,37,2,370
1536,2015,gemeente,44048,47,53,3,24,8,0,234,32,2,43,34,9,21,11,2,22,81,1,738
1537,2015,gemeente,44052,31,29,5,14,5,0,192,17,1,0,59,5,27,8,0,24,68,0,532
1538,2015,gemeente,44064,40,27,8,7,2,0,144,23,0,7,43,3,10,4,0,25,55,0,408
1539,2015,gemeente,44073,148,148,4,15,1,0,103,7,3,8,9,5,19,44,1,4,60,1,716
1540,2015,gemeente,44081,36,24,1,18,5,0,158,15,0,16,34,0,32,22,1,11,45,0,508
1541,2015,gemeente,44083,116,158,5,115,15,0,724,68,2,46,160,26,67,41,1,67,225,4,2123
1542,2015,gemeente,44084,143,41,5,55,11,0,414,50,1,15,80,21,36,43,3,49,151,5,1354
1543,2015,gemeente,44085,63,51,5,38,10,0,301,22,2,16,47,11,26,27,2,32,104,2,879
1544,2015,gemeente,45035,98,153,14,88,22,1,601,33,0,64,54,20,58,56,3,91,213,5,2053
1545,2015,gemeente,45041,75,119,19,47,34,3,622,87,7,45,68,22,54,22,0,116,258,9,1839
1546,2015,gemeente,45059,38,20,1,13,2,0,126,17,0,5,28,5,15,37,0,16,62,0,455
1547,2015,gemeente,45060,17,15,6,7,0,0,104,7,0,0,20,0,10,3,0,13,34,1,304
1548,2015,gemeente,45061,17,5,1,0,0,0,50,7,1,0,14,0,5,4,0,3,9,0,154
1549,2015,gemeente,45062,3,0,0,0,0,0,12,0,0,0,5,0,1,1,0,3,12,1,52
1550,2015,gemeente,45063,17,3,0,7,3,0,56,5,0,0,13,1,14,5,1,6,20,1,193
1551,2015,gemeente,45064,9,1,1,1,3,0,46,7,0,0,8,0,4,6,3,2,11,0,151
1552,2015,gemeente,45065,13,3,3,6,1,0,76,7,1,5,17,1,9,3,0,9,19,0,193
1553,2015,gemeente,45068,41,10,7,16,3,0,181,15,0,10,39,2,15,16,1,24,68,0,573
1554,2015,gemeente,46003,185,179,34,282,21,0,1229,131,7,73,165,18,107,79,0,145,489,5,3549
1555,2015,gemeente,46013,71,30,4,38,4,0,271,37,3,4,64,8,37,35,0,41,112,11,904
1556,2015,gemeente,46014,180,156,7,225,29,2,888,83,2,61,130,24,100,93,4,120,326,9,2822
1557,2015,gemeente,46020,78,32,12,39,7,0,346,22,1,25,103,3,44,24,1,40,136,2,1039
1558,2015,gemeente,46021,543,312,33,638,84,2,2691,112,18,354,348,129,199,165,2,244,674,24,7484
1559,2015,gemeente,46024,91,31,11,49,11,1,373,39,1,7,97,4,63,43,2,46,134,3,1165
1560,2015,gemeente,46025,126,85,17,82,11,1,584,66,3,46,142,10,72,49,2,97,242,0,1861
1561,2015,gemeente,71002,17,24,2,8,5,0,115,2,2,6,39,2,13,7,0,18,55,1,363
1562,2015,gemeente,71004,60,218,20,58,13,1,617,47,5,41,176,18,103,81,2,85,239,4,1943
1563,2015,gemeente,71011,58,93,5,38,8,0,325,27,2,5,79,14,25,31,1,61,138,1,1019
1564,2015,gemeente,71016,287,786,57,169,67,3,1821,123,23,174,345,84,178,119,1,256,641,21,5939
1565,2015,gemeente,71017,22,21,0,3,5,0,152,21,0,1,75,2,11,11,1,15,36,1,392
1566,2015,gemeente,71020,33,31,5,10,0,0,120,10,0,0,41,1,28,14,1,20,48,0,394
1567,2015,gemeente,71022,288,813,70,467,143,19,3278,260,35,419,387,325,117,79,1,309,746,84,7827
1568,2015,gemeente,71024,25,59,6,26,2,0,172,9,0,8,49,6,18,12,2,27,71,1,566
1569,2015,gemeente,71034,42,126,3,34,6,0,235,13,1,19,55,2,23,22,1,26,79,2,862
1570,2015,gemeente,71037,41,63,16,13,6,0,247,13,0,2,92,8,18,16,0,28,71,4,645
1571,2015,gemeente,71045,14,15,3,5,1,0,73,5,0,1,27,1,12,5,0,5,26,0,235
1572,2015,gemeente,71053,99,259,15,217,37,4,1359,111,11,123,240,114,76,97,3,177,353,4,3519
1573,2015,gemeente,71057,54,81,7,50,4,0,447,33,3,17,119,15,22,36,0,63,124,4,1115
1574,2015,gemeente,71066,71,89,14,59,13,0,395,30,5,23,92,6,24,34,0,53,128,2,1088
1575,2015,gemeente,71067,11,30,12,13,2,0,143,12,1,1,49,2,15,3,0,17,37,1,333
1576,2015,gemeente,71069,18,49,5,23,1,0,162,7,1,1,45,1,10,16,1,18,46,1,440
1577,2015,gemeente,71070,79,103,18,68,11,0,489,28,5,11,119,22,42,49,2,67,188,2,1323
1578,2015,gemeente,72003,28,73,7,53,3,0,203,9,1,1,48,3,16,16,2,27,75,1,558
1579,2015,gemeente,72004,65,101,8,95,3,0,342,21,1,22,36,6,25,24,0,51,99,0,960
1580,2015,gemeente,72018,25,79,13,23,4,0,186,14,1,6,37,1,8,7,0,23,59,3,545
1581,2015,gemeente,72020,64,185,9,184,10,2,769,44,5,64,95,42,38,44,1,91,212,3,1780
1582,2015,gemeente,72021,47,126,29,89,8,0,399,31,3,39,44,10,34,23,1,54,169,7,1245
1583,2015,gemeente,72030,37,97,7,45,4,0,228,15,0,6,54,3,22,14,1,19,80,0,692
1584,2015,gemeente,72037,17,26,9,86,4,0,265,12,2,6,65,6,12,13,0,14,44,1,523
1585,2015,gemeente,72038,24,74,2,27,4,0,124,11,1,1,33,1,13,14,1,20,67,1,494
1586,2015,gemeente,72039,86,385,25,41,15,1,541,48,3,25,132,23,63,21,1,81,217,6,1899
1587,2015,gemeente,72041,29,69,23,19,2,0,256,24,6,7,57,5,29,11,0,37,87,1,726
1588,2015,gemeente,72042,51,90,9,42,7,0,288,13,7,9,62,7,20,26,2,27,97,0,818
1589,2015,gemeente,72043,68,75,14,159,7,0,558,34,1,24,96,7,36,38,2,65,174,2,1345
1590,2015,gemeente,73001,41,46,3,17,5,0,156,25,0,3,53,1,18,43,1,18,45,0,469
1591,2015,gemeente,73006,68,183,11,37,14,1,440,28,5,29,116,12,46,35,1,85,216,2,1698
1592,2015,gemeente,73009,32,46,1,2,6,0,133,30,1,2,46,3,16,9,0,20,59,3,484
1593,2015,gemeente,73022,19,15,0,0,1,0,86,11,1,1,38,0,18,7,0,12,39,0,296
1594,2015,gemeente,73028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,2015,gemeente,73032,24,32,2,7,1,0,137,14,0,0,61,2,24,10,0,14,51,1,402
1596,2015,gemeente,73040,27,15,1,8,2,0,135,12,0,1,68,3,28,6,0,13,40,0,412
1597,2015,gemeente,73042,66,112,44,58,13,1,589,48,8,28,148,22,45,25,0,90,192,10,1530
1598,2015,gemeente,73066,26,81,8,15,4,0,263,28,2,1,83,1,26,9,0,38,100,3,772
1599,2015,gemeente,73083,131,135,26,61,41,2,859,86,7,110,177,63,90,72,1,110,251,6,2453
1600,2015,gemeente,73098,14,13,1,10,1,0,105,8,0,1,36,4,13,11,0,13,45,0,331
1601,2015,gemeente,73107,126,132,76,40,22,0,808,122,7,73,163,30,51,57,1,122,259,4,2203
1602,2015,gemeente,73109,12,154,0,3,2,0,75,12,1,1,20,2,1,3,0,12,34,0,371
1603,2015,gemeente,99991,180,467,33,13,8,1,883,108,0,23,0,130,3,1,0,65,83,0,5091
1604,2015,gemeente,99992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,2016,gemeente,11001,44,19,9,23,1,0,244,52,2,14,42,16,36,31,2,35,71,3,672
1606,2016,gemeente,11002,3126,3486,518,4511,1350,108,25579,4080,273,2608,2727,2161,2013,759,34,2304,5591,194,62429
1607,2016,gemeente,11004,46,26,5,77,4,0,259,31,1,10,43,12,26,23,0,36,61,1,661
1608,2016,gemeente,11005,76,274,11,93,30,1,777,45,7,27,46,252,78,29,2,96,222,8,2111
1609,2016,gemeente,11007,45,16,4,34,4,1,287,46,4,46,57,17,32,22,2,25,49,0,685
1610,2016,gemeente,11008,116,187,19,194,22,0,825,87,4,30,187,18,72,71,7,67,176,2,2172
1611,2016,gemeente,11009,80,187,11,75,14,1,451,56,1,29,114,7,51,28,2,54,136,1,1479
1612,2016,gemeente,11013,62,51,9,62,6,0,676,109,3,25,205,24,44,40,3,36,103,3,1282
1613,2016,gemeente,11016,68,70,10,73,7,0,330,29,0,22,52,5,52,24,2,30,101,3,1066
1614,2016,gemeente,11018,46,10,6,25,2,1,149,33,1,3,26,5,40,14,3,34,81,2,544
1615,2016,gemeente,11021,22,8,2,49,2,0,140,23,0,0,30,2,7,13,3,7,27,1,318
1616,2016,gemeente,11022,52,39,5,101,10,0,380,26,1,35,38,4,46,43,1,23,91,1,1001
1617,2016,gemeente,11023,48,45,7,125,8,0,524,76,1,16,97,35,26,15,1,47,96,1,1127
1618,2016,gemeente,11024,72,52,15,105,12,0,557,102,3,28,106,35,33,46,1,51,96,1,1286
1619,2016,gemeente,11025,16,22,2,31,1,0,127,15,1,1,26,4,19,29,2,14,39,0,347
1620,2016,gemeente,11029,195,69,10,230,20,4,878,88,7,56,130,64,79,70,1,84,181,5,2124
1621,2016,gemeente,11030,26,13,2,23,3,0,156,27,2,2,31,2,30,12,2,46,105,5,539
1622,2016,gemeente,11035,45,40,4,31,6,0,341,68,0,5,94,9,28,17,0,33,77,1,851
